,Frame Number,Time Stamp (ms),Buffer Index
11598,11598,389774,0
11599,11599,389806,0
11600,11600,389843,0
11601,11601,389874,0
11602,11602,389907,0
11603,11603,389943,0
11604,11604,389974,0
11605,11605,390010,0
11606,11606,390042,0
11607,11607,390075,0
11608,11608,390113,0
11609,11609,390142,0
11610,11610,390178,0
11611,11611,390212,0
11612,11612,390242,0
11613,11613,390281,0
11614,11614,390310,0
11615,11615,390345,0
11616,11616,390381,0
11617,11617,390412,0
11618,11618,390446,0
11619,11619,390479,0
11620,11620,390512,0
11621,11621,390549,0
11622,11622,390579,0
11623,11623,390613,0
11624,11624,390649,0
11625,11625,390680,0
11626,11626,390716,0
11627,11627,390747,0
11628,11628,390781,0
11629,11629,390817,0
11630,11630,390848,0
11631,11631,390884,0
11632,11632,390916,0
11633,11633,390949,0
11634,11634,390986,0
11635,11635,391017,0
11636,11636,391052,0
11637,11637,391085,0
11638,11638,391118,0
11639,11639,391152,0
11640,11640,391183,0
11641,11641,391219,0
11642,11642,391253,0
11643,11643,391285,0
11644,11644,391322,0
11645,11645,391353,0
11646,11646,391387,0
11647,11647,391422,0
11648,11648,391453,0
11649,11649,391489,0
11650,11650,391520,0
11651,11651,391554,0
11652,11652,391590,0
11653,11653,391620,0
11654,11654,391657,0
11655,11655,391689,0
11656,11656,391722,0
11657,11657,391758,0
11658,11658,391790,0
11659,11659,391822,0
11660,11660,391858,0
11661,11661,391890,0
11662,11662,391926,0
11663,11663,391958,0
11664,11664,391992,0
11665,11665,392028,0
11666,11666,392058,0
11667,11667,392093,0
11668,11668,392125,0
11669,11669,392159,0
11670,11670,392195,0
11671,11671,392225,0
11672,11672,392260,0
11673,11673,392296,0
11674,11674,392327,0
11675,11675,392361,0
11676,11676,392393,0
11677,11677,392427,0
11678,11678,392464,0
11679,11679,392495,0
11680,11680,392531,0
11681,11681,392563,0
11682,11682,392596,0
11683,11683,392633,0
11684,11684,392662,0
11685,11685,392696,0
11686,11686,392732,0
11687,11687,392765,0
11688,11688,392800,0
11689,11689,392831,0
11690,11690,392864,0
11691,11691,392900,0
11692,11692,392932,0
11693,11693,392968,0
11694,11694,392998,0
11695,11695,393033,0
11696,11696,393069,0
11697,11697,393100,0
11698,11698,393136,0
11699,11699,393168,0
11700,11700,393200,0
11701,11701,393237,0
11702,11702,393268,0
11703,11703,393301,0
11704,11704,393337,0
11705,11705,393369,0
11706,11706,393405,0
11707,11707,393436,0
11708,11708,393471,0
11709,11709,393505,0
11710,11710,393539,0
11711,11711,393570,0
11712,11712,393606,0
11713,11713,393638,0
11714,11714,393674,0
11715,11715,393704,0
11716,11716,393739,0
11717,11717,393773,0
11718,11718,393805,0
11719,11719,393843,0
11720,11720,393872,0
11721,11721,393907,0
11722,11722,393942,0
11723,11723,393974,0
11724,11724,394009,0
11725,11725,394042,0
11726,11726,394075,0
11727,11727,394112,0
11728,11728,394142,0
11729,11729,394175,0
11730,11730,394210,0
11731,11731,394242,0
11732,11732,394279,0
11733,11733,394309,0
11734,11734,394343,0
11735,11735,394380,0
11736,11736,394410,0
11737,11737,394446,0
11738,11738,394478,0
11739,11739,394511,0
11740,11740,394548,0
11741,11741,394579,0
11742,11742,394612,0
11743,11743,394647,0
11744,11744,394680,0
11745,11745,394717,0
11746,11746,394747,0
11747,11747,394781,0
11748,11748,394816,0
11749,11749,394848,0
11750,11750,394885,0
11751,11751,394914,0
11752,11752,394948,0
11753,11753,394984,0
11754,11754,395015,0
11755,11755,395051,0
11756,11756,395083,0
11757,11757,395116,0
11758,11758,395154,0
11759,11759,395184,0
11760,11760,395217,0
11761,11761,395252,0
11762,11762,395284,0
11763,11763,395320,0
11764,11764,395351,0
11765,11765,395386,0
11766,11766,395421,0
11767,11767,395452,0
11768,11768,395488,0
11769,11769,395520,0
11770,11770,395554,0
11771,11771,395589,0
11772,11772,395620,0
11773,11773,395654,0
11774,11774,395688,0
11775,11775,395722,0
11776,11776,395758,0
11777,11777,395788,0
11778,11778,395823,0
11779,11779,395856,0
11780,11780,395889,0
11781,11781,395924,0
11782,11782,395956,0
11783,11783,395990,0
11784,11784,396026,0
11785,11785,396056,0
11786,11786,396094,0
11787,11787,396124,0
11788,11788,396158,0
11789,11789,396195,0
11790,11790,396225,0
11791,11791,396259,0
11792,11792,396294,0
11793,11793,396326,0
11794,11794,396363,0
11795,11795,396393,0
11796,11796,396427,0
11797,11797,396463,0
11798,11798,396494,0
11799,11799,396530,0
11800,11800,396562,0
11801,11801,396595,0
11802,11802,396631,0
11803,11803,396662,0
11804,11804,396697,0
11805,11805,396731,0
11806,11806,396763,0
11807,11807,396800,0
11808,11808,396830,0
11809,11809,396863,0
11810,11810,396899,0
11811,11811,396931,0
11812,11812,396968,0
11813,11813,396998,0
11814,11814,397033,0
11815,11815,397068,0
11816,11816,397099,0
11817,11817,397134,0
11818,11818,397168,0
11819,11819,397202,0
11820,11820,397237,0
11821,11821,397267,0
11822,11822,397302,0
11823,11823,397336,0
11824,11824,397367,0
11825,11825,397405,0
11826,11826,397436,0
11827,11827,397469,0
11828,11828,397504,0
11829,11829,397536,0
11830,11830,397573,0
11831,11831,397603,0
11832,11832,397636,0
11833,11833,397672,0
11834,11834,397704,0
11835,11835,397738,0
11836,11836,397773,0
11837,11837,397805,0
11838,11838,397843,0
11839,11839,397873,0
11840,11840,397907,0
11841,11841,397940,0
11842,11842,397973,0
11843,11843,398010,0
11844,11844,398040,0
11845,11845,398074,0
11846,11846,398109,0
11847,11847,398140,0
11848,11848,398177,0
11849,11849,398209,0
11850,11850,398242,0
11851,11851,398278,0
11852,11852,398309,0
11853,11853,398343,0
11854,11854,398378,0
11855,11855,398410,0
11856,11856,398447,0
11857,11857,398478,0
11858,11858,398512,0
11859,11859,398546,0
11860,11860,398578,0
11861,11861,398613,0
11862,11862,398645,0
11863,11863,398679,0
11864,11864,398715,0
11865,11865,398746,0
11866,11866,398781,0
11867,11867,398814,0
11868,11868,398847,0
11869,11869,398882,0
11870,11870,398914,0
11871,11871,398947,0
11872,11872,398982,0
11873,11873,399015,0
11874,11874,399051,0
11875,11875,399082,0
11876,11876,399116,0
11877,11877,399152,0
11878,11878,399182,0
11879,11879,399220,0
11880,11880,399251,0
11881,11881,399284,0
11882,11882,399320,0
11883,11883,399351,0
11884,11884,399385,0
11885,11885,399420,0
11886,11886,399452,0
11887,11887,399488,0
11888,11888,399519,0
11889,11889,399553,0
11890,11890,399589,0
11891,11891,399619,0
11892,11892,399656,0
11893,11893,399687,0
11894,11894,399721,0
11895,11895,399757,0
11896,11896,399787,0
11897,11897,399822,0
11898,11898,399856,0
11899,11899,399888,0
11900,11900,399925,0
11901,11901,399956,0
11902,11902,399989,0
11903,11903,400026,0
11904,11904,400056,0
11905,11905,400091,0
11906,11906,400123,0
11907,11907,400157,0
11908,11908,400194,0
11909,11909,400224,0
11910,11910,400261,0
11911,11911,400293,0
11912,11912,400326,0
11913,11913,400362,0
11914,11914,400393,0
11915,11915,400426,0
11916,11916,400462,0
11917,11917,400493,0
11918,11918,400530,0
11919,11919,400561,0
11920,11920,400594,0
11921,11921,400630,0
11922,11922,400661,0
11923,11923,400697,0
11924,11924,400729,0
11925,11925,400762,0
11926,11926,400800,0
11927,11927,400829,0
11928,11928,400866,0
11929,11929,400899,0
11930,11930,400931,0
11931,11931,400965,0
11932,11932,400997,0
11933,11933,401031,0
11934,11934,401067,0
11935,11935,401098,0
11936,11936,401136,0
11937,11937,401166,0
11938,11938,401200,0
11939,11939,401234,0
11940,11940,401267,0
11941,11941,401302,0
11942,11942,401334,0
11943,11943,401368,0
11944,11944,401404,0
11945,11945,401434,0
11946,11946,401470,0
11947,11947,401504,0
11948,11948,401535,0
11949,11949,401571,0
11950,11950,401603,0
11951,11951,401635,0
11952,11952,401672,0
11953,11953,401704,0
11954,11954,401739,0
11955,11955,401771,0
11956,11956,401805,0
11957,11957,401839,0
11958,11958,401871,0
11959,11959,401905,0
11960,11960,401940,0
11961,11961,401972,0
11962,11962,402010,0
11963,11963,402040,0
11964,11964,402074,0
11965,11965,402108,0
11966,11966,402141,0
11967,11967,402176,0
11968,11968,402208,0
11969,11969,402241,0
11970,11970,402278,0
11971,11971,402309,0
11972,11972,402344,0
11973,11973,402376,0
11974,11974,402409,0
11975,11975,402446,0
11976,11976,402476,0
11977,11977,402511,0
11978,11978,402545,0
11979,11979,402577,0
11980,11980,402612,0
11981,11981,402644,0
11982,11982,402677,0
11983,11983,402714,0
11984,11984,402746,0
11985,11985,402779,0
11986,11986,402813,0
11987,11987,402846,0
11988,11988,402884,0
11989,11989,402913,0
11990,11990,402948,0
11991,11991,402982,0
11992,11992,403014,0
11993,11993,403051,0
11994,11994,403081,0
11995,11995,403115,0
11996,11996,403150,0
11997,11997,403182,0
11998,11998,403217,0
11999,11999,403249,0
12000,12000,403283,3
12001,12001,403320,3
12002,12002,403350,2
12003,12003,403389,2
12004,12004,403423,1
12005,12005,403451,0
12006,12006,403488,0
12007,12007,403518,0
12008,12008,403553,0
12009,12009,403587,0
12010,12010,403618,0
12011,12011,403653,0
12012,12012,403686,0
12013,12013,403719,0
12014,12014,403755,0
12015,12015,403786,0
12016,12016,403822,0
12017,12017,403855,0
12018,12018,403888,0
12019,12019,403925,0
12020,12020,403955,0
12021,12021,403990,0
12022,12022,404023,0
12023,12023,404055,0
12024,12024,404092,0
12025,12025,404123,0
12026,12026,404156,0
12027,12027,404192,0
12028,12028,404223,0
12029,12029,404258,0
12030,12030,404292,0
12031,12031,404325,0
12032,12032,404361,0
12033,12033,404392,0
12034,12034,404427,0
12035,12035,404461,0
12036,12036,404492,0
12037,12037,404529,0
12038,12038,404559,0
12039,12039,404593,0
12040,12040,404630,0
12041,12041,404661,0
12042,12042,404696,0
12043,12043,404729,0
12044,12044,404762,0
12045,12045,404798,0
12046,12046,404828,0
12047,12047,404863,0
12048,12048,404898,0
12049,12049,404930,0
12050,12050,404966,0
12051,12051,404997,0
12052,12052,405030,0
12053,12053,405066,0
12054,12054,405098,0
12055,12055,405135,0
12056,12056,405164,0
12057,12057,405198,0
12058,12058,405235,0
12059,12059,405266,0
12060,12060,405303,0
12061,12061,405334,0
12062,12062,405367,0
12063,12063,405404,0
12064,12064,405434,0
12065,12065,405468,0
12066,12066,405502,0
12067,12067,405536,0
12068,12068,405570,0
12069,12069,405601,0
12070,12070,405635,0
12071,12071,405672,0
12072,12072,405702,0
12073,12073,405738,0
12074,12074,405770,0
12075,12075,405804,0
12076,12076,405840,0
12077,12077,405871,0
12078,12078,405907,0
12079,12079,405939,0
12080,12080,405972,0
12081,12081,406007,0
12082,12082,406039,0
12083,12083,406072,0
12084,12084,406107,0
12085,12085,406140,0
12086,12086,406177,0
12087,12087,406206,0
12088,12088,406242,0
12089,12089,406277,0
12090,12090,406307,0
12091,12091,406343,0
12092,12092,406375,0
12093,12093,406409,0
12094,12094,406444,0
12095,12095,406475,0
12096,12096,406512,0
12097,12097,406544,0
12098,12098,406576,0
12099,12099,406611,0
12100,12100,406643,0
12101,12101,406677,0
12102,12102,406713,0
12103,12103,406744,0
12104,12104,406780,0
12105,12105,406811,0
12106,12106,406846,0
12107,12107,406881,0
12108,12108,406912,0
12109,12109,406947,0
12110,12110,406980,0
12111,12111,407012,0
12112,12112,407051,0
12113,12113,407081,0
12114,12114,407116,0
12115,12115,407149,0
12116,12116,407180,0
12117,12117,407217,0
12118,12118,407248,0
12119,12119,407282,0
12120,12120,407319,0
12121,12121,407349,0
12122,12122,407386,0
12123,12123,407417,0
12124,12124,407451,0
12125,12125,407488,0
12126,12126,407517,0
12127,12127,407552,0
12128,12128,407587,0
12129,12129,407617,0
12130,12130,407654,0
12131,12131,407686,0
12132,12132,407719,0
12133,12133,407755,0
12134,12134,407786,0
12135,12135,407821,0
12136,12136,407853,0
12137,12137,407886,0
12138,12138,407924,0
12139,12139,407953,0
12140,12140,407989,0
12141,12141,408023,0
12142,12142,408055,0
12143,12143,408090,0
12144,12144,408122,0
12145,12145,408156,0
12146,12146,408190,0
12147,12147,408223,0
12148,12148,408259,0
12149,12149,408290,0
12150,12150,408325,0
12151,12151,408361,0
12152,12152,408391,0
12153,12153,408426,0
12154,12154,408460,0
12155,12155,408493,0
12156,12156,408530,0
12157,12157,408559,0
12158,12158,408595,0
12159,12159,408628,0
12160,12160,408660,0
12161,12161,408696,0
12162,12162,408727,0
12163,12163,408762,0
12164,12164,408796,0
12165,12165,408828,0
12166,12166,408864,0
12167,12167,408895,0
12168,12168,408929,0
12169,12169,408966,0
12170,12170,408996,0
12171,12171,409030,0
12172,12172,409065,0
12173,12173,409096,0
12174,12174,409135,0
12175,12175,409164,0
12176,12176,409198,0
12177,12177,409233,0
12178,12178,409265,0
12179,12179,409302,0
12180,12180,409331,0
12181,12181,409366,0
12182,12182,409402,0
12183,12183,409433,0
12184,12184,409468,0
12185,12185,409501,0
12186,12186,409534,0
12187,12187,409570,0
12188,12188,409600,0
12189,12189,409634,0
12190,12190,409671,0
12191,12191,409702,0
12192,12192,409739,0
12193,12193,409768,0
12194,12194,409804,0
12195,12195,409839,0
12196,12196,409870,0
12197,12197,409904,0
12198,12198,409937,0
12199,12199,409971,0
12200,12200,410008,0
12201,12201,410038,0
12202,12202,410072,0
12203,12203,410107,0
12204,12204,410138,0
12205,12205,410176,0
12206,12206,410206,0
12207,12207,410240,0
12208,12208,410276,0
12209,12209,410307,0
12210,12210,410343,0
12211,12211,410374,0
12212,12212,410408,0
12213,12213,410444,0
12214,12214,410474,0
12215,12215,410509,0
12216,12216,410544,0
12217,12217,410575,0
12218,12218,410612,0
12219,12219,410643,0
12220,12220,410678,0
12221,12221,410712,0
12222,12222,410744,0
12223,12223,410779,0
12224,12224,410811,0
12225,12225,410844,0
12226,12226,410880,0
12227,12227,410911,0
12228,12228,410945,0
12229,12229,410979,0
12230,12230,411013,0
12231,12231,411048,0
12232,12232,411079,0
12233,12233,411114,0
12234,12234,411149,0
12235,12235,411181,0
12236,12236,411218,0
12237,12237,411248,0
12238,12238,411281,0
12239,12239,411318,0
12240,12240,411348,0
12241,12241,411383,0
12242,12242,411416,0
12243,12243,411449,0
12244,12244,411487,0
12245,12245,411517,0
12246,12246,411550,0
12247,12247,411584,0
12248,12248,411617,0
12249,12249,411654,0
12250,12250,411684,0
12251,12251,411720,0
12252,12252,411755,0
12253,12253,411785,0
12254,12254,411822,0
12255,12255,411853,0
12256,12256,411887,0
12257,12257,411922,0
12258,12258,411954,0
12259,12259,411987,0
12260,12260,412021,0
12261,12261,412054,0
12262,12262,412092,0
12263,12263,412121,0
12264,12264,412157,0
12265,12265,412190,0
12266,12266,412223,0
12267,12267,412259,0
12268,12268,412290,0
12269,12269,412322,0
12270,12270,412358,0
12271,12271,412390,0
12272,12272,412427,0
12273,12273,412458,0
12274,12274,412492,0
12275,12275,412528,0
12276,12276,412558,0
12277,12277,412592,0
12278,12278,412626,0
12279,12279,412659,0
12280,12280,412695,0
12281,12281,412726,0
12282,12282,412762,0
12283,12283,412795,0
12284,12284,412827,0
12285,12285,412863,0
12286,12286,412895,0
12287,12287,412929,0
12288,12288,412965,0
12289,12289,412996,0
12290,12290,413031,0
12291,12291,413064,0
12292,12292,413097,0
12293,12293,413132,0
12294,12294,413163,0
12295,12295,413197,0
12296,12296,413232,0
12297,12297,413264,0
12298,12298,413301,0
12299,12299,413331,0
12300,12300,413367,0
12301,12301,413401,0
12302,12302,413432,0
12303,12303,413467,0
12304,12304,413499,0
12305,12305,413533,0
12306,12306,413569,0
12307,12307,413599,0
12308,12308,413634,0
12309,12309,413669,0
12310,12310,413701,0
12311,12311,413736,0
12312,12312,413768,0
12313,12313,413802,0
12314,12314,413838,0
12315,12315,413869,0
12316,12316,413906,0
12317,12317,413936,0
12318,12318,413971,0
12319,12319,414006,0
12320,12320,414037,0
12321,12321,414072,0
12322,12322,414106,0
12323,12323,414138,0
12324,12324,414175,0
12325,12325,414204,0
12326,12326,414240,0
12327,12327,414274,0
12328,12328,414305,0
12329,12329,414344,0
12330,12330,414373,0
12331,12331,414407,0
12332,12332,414444,0
12333,12333,414474,0
12334,12334,414511,0
12335,12335,414543,0
12336,12336,414574,0
12337,12337,414611,0
12338,12338,414642,0
12339,12339,414676,0
12340,12340,414711,0
12341,12341,414743,0
12342,12342,414780,0
12343,12343,414810,0
12344,12344,414845,0
12345,12345,414880,0
12346,12346,414910,0
12347,12347,414946,0
12348,12348,414979,0
12349,12349,415012,0
12350,12350,415049,0
12351,12351,415079,0
12352,12352,415115,0
12353,12353,415148,0
12354,12354,415180,0
12355,12355,415215,0
12356,12356,415248,0
12357,12357,415281,0
12358,12358,415315,0
12359,12359,415347,0
12360,12360,415384,0
12361,12361,415414,0
12362,12362,415449,0
12363,12363,415485,0
12364,12364,415515,0
12365,12365,415550,0
12366,12366,415584,0
12367,12367,415617,0
12368,12368,415654,0
12369,12369,415684,0
12370,12370,415718,0
12371,12371,415752,0
12372,12372,415785,0
12373,12373,415820,0
12374,12374,415852,0
12375,12375,415885,0
12376,12376,415922,0
12377,12377,415953,0
12378,12378,415988,0
12379,12379,416020,0
12380,12380,416055,0
12381,12381,416090,0
12382,12382,416121,0
12383,12383,416155,0
12384,12384,416189,0
12385,12385,416223,0
12386,12386,416259,0
12387,12387,416289,0
12388,12388,416323,0
12389,12389,416357,0
12390,12390,416390,0
12391,12391,416426,0
12392,12392,416457,0
12393,12393,416491,0
12394,12394,416527,0
12395,12395,416557,0
12396,12396,416594,0
12397,12397,416625,0
12398,12398,416659,0
12399,12399,416695,0
12400,12400,416726,0
12401,12401,416759,0
12402,12402,416794,0
12403,12403,416826,0
12404,12404,416863,0
12405,12405,416893,0
12406,12406,416929,0
12407,12407,416963,0
12408,12408,416995,0
12409,12409,417030,0
12410,12410,417062,0
12411,12411,417095,0
12412,12412,417132,0
12413,12413,417162,0
12414,12414,417198,0
12415,12415,417231,0
12416,12416,417265,0
12417,12417,417300,0
12418,12418,417330,0
12419,12419,417365,0
12420,12420,417400,0
12421,12421,417431,0
12422,12422,417467,0
12423,12423,417498,0
12424,12424,417533,0
12425,12425,417568,0
12426,12426,417599,0
12427,12427,417635,0
12428,12428,417667,0
12429,12429,417700,0
12430,12430,417736,0
12431,12431,417767,0
12432,12432,417802,0
12433,12433,417838,0
12434,12434,417867,0
12435,12435,417904,0
12436,12436,417935,0
12437,12437,417968,0
12438,12438,418006,0
12439,12439,418037,0
12440,12440,418072,0
12441,12441,418104,0
12442,12442,418137,0
12443,12443,418173,0
12444,12444,418204,0
12445,12445,418239,0
12446,12446,418273,0
12447,12447,418307,0
12448,12448,418342,0
12449,12449,418372,0
12450,12450,418406,0
12451,12451,418442,0
12452,12452,418473,0
12453,12453,418510,0
12454,12454,418540,0
12455,12455,418574,0
12456,12456,418611,0
12457,12457,418641,0
12458,12458,418677,0
12459,12459,418711,0
12460,12460,418742,0
12461,12461,418778,0
12462,12462,418810,0
12463,12463,418843,0
12464,12464,418879,0
12465,12465,418910,0
12466,12466,418948,0
12467,12467,418978,0
12468,12468,419012,0
12469,12469,419047,0
12470,12470,419079,0
12471,12471,419114,0
12472,12472,419145,0
12473,12473,419179,0
12474,12474,419217,0
12475,12475,419246,0
12476,12476,419281,0
12477,12477,419315,0
12478,12478,419347,0
12479,12479,419382,0
12480,12480,419415,0
12481,12481,419448,0
12482,12482,419483,0
12483,12483,419516,0
12484,12484,419551,0
12485,12485,419582,0
12486,12486,419616,0
12487,12487,419653,0
12488,12488,419683,0
12489,12489,419718,0
12490,12490,419750,0
12491,12491,419783,0
12492,12492,419820,0
12493,12493,419852,0
12494,12494,419885,0
12495,12495,419921,0
12496,12496,419952,0
12497,12497,419987,0
12498,12498,420018,0
12499,12499,420053,0
12500,12500,420090,0
12501,12501,420120,0
12502,12502,420155,0
12503,12503,420188,0
12504,12504,420222,0
12505,12505,420258,0
12506,12506,420287,0
12507,12507,420323,0
12508,12508,420356,0
12509,12509,420390,0
12510,12510,420427,0
12511,12511,420456,0
12512,12512,420489,0
12513,12513,420526,0
12514,12514,420557,0
12515,12515,420593,0
12516,12516,420624,0
12517,12517,420658,0
12518,12518,420695,0
12519,12519,420724,0
12520,12520,420760,0
12521,12521,420794,0
12522,12522,420827,0
12523,12523,420862,0
12524,12524,420892,0
12525,12525,420926,0
12526,12526,420963,0
12527,12527,420994,0
12528,12528,421030,29
12529,12529,421060,28
12530,12530,421100,27
12531,12531,421133,27
12532,12532,421165,26
12533,12533,421198,25
12534,12534,421232,24
12535,12535,421266,24
12536,12536,421302,23
12537,12537,421332,22
12538,12538,421367,21
12539,12539,421401,21
12540,12540,421434,20
12541,12541,421467,19
12542,12542,421499,18
12543,12543,421535,18
12544,12544,421570,17
12545,12545,421602,16
12546,12546,421636,15
12547,12547,421669,15
12548,12548,421701,14
12549,12549,421738,13
12550,12550,421770,13
12551,12551,421804,12
12552,12552,421837,11
12553,12553,421869,10
12554,12554,421906,10
12555,12555,421937,9
12556,12556,421972,8
12557,12557,422006,7
12558,12558,422039,7
12559,12559,422072,6
12560,12560,422103,5
12561,12561,422137,4
12562,12562,422172,4
12563,12563,422204,3
12564,12564,422238,2
12565,12565,422272,1
12566,12566,422305,1
12567,12567,422340,0
12568,12568,422371,0
12569,12569,422406,0
12570,12570,422441,0
12571,12571,422471,0
12572,12572,422509,0
12573,12573,422540,0
12574,12574,422573,0
12575,12575,422609,0
12576,12576,422641,0
12577,12577,422676,0
12578,12578,422709,0
12579,12579,422742,0
12580,12580,422778,0
12581,12581,422809,0
12582,12582,422843,0
12583,12583,422877,0
12584,12584,422910,0
12585,12585,422946,0
12586,12586,422977,0
12587,12587,423012,0
12588,12588,423046,0
12589,12589,423077,0
12590,12590,423113,0
12591,12591,423145,0
12592,12592,423179,0
12593,12593,423215,0
12594,12594,423246,0
12595,12595,423280,0
12596,12596,423314,0
12597,12597,423348,0
12598,12598,423382,0
12599,12599,423413,0
12600,12600,423447,0
12601,12601,423482,0
12602,12602,423514,0
12603,12603,423552,0
12604,12604,423581,0
12605,12605,423616,0
12606,12606,423652,0
12607,12607,423682,0
12608,12608,423717,0
12609,12609,423750,0
12610,12610,423784,0
12611,12611,423820,0
12612,12612,423850,0
12613,12613,423885,0
12614,12614,423919,0
12615,12615,423952,0
12616,12616,423986,0
12617,12617,424018,0
12618,12618,424053,0
12619,12619,424088,0
12620,12620,424119,0
12621,12621,424156,0
12622,12622,424186,0
12623,12623,424220,0
12624,12624,424256,0
12625,12625,424287,0
12626,12626,424321,0
12627,12627,424356,0
12628,12628,424389,0
12629,12629,424425,0
12630,12630,424456,0
12631,12631,424489,0
12632,12632,424525,0
12633,12633,424555,0
12634,12634,424591,0
12635,12635,424623,0
12636,12636,424656,0
12637,12637,424694,0
12638,12638,424723,0
12639,12639,424760,0
12640,12640,424793,0
12641,12641,424825,0
12642,12642,424862,0
12643,12643,424892,0
12644,12644,424927,0
12645,12645,424960,0
12646,12646,424993,0
12647,12647,425031,0
12648,12648,425060,0
12649,12649,425095,0
12650,12650,425130,0
12651,12651,425165,0
12652,12652,425196,0
12653,12653,425229,0
12654,12654,425262,0
12655,12655,425298,0
12656,12656,425329,0
12657,12657,425363,0
12658,12658,425398,0
12659,12659,425430,0
12660,12660,425467,0
12661,12661,425498,0
12662,12662,425532,0
12663,12663,425566,0
12664,12664,425598,0
12665,12665,425636,0
12666,12666,425665,0
12667,12667,425699,0
12668,12668,425736,0
12669,12669,425765,0
12670,12670,425800,0
12671,12671,425835,0
12672,12672,425866,0
12673,12673,425905,0
12674,12674,425934,0
12675,12675,425968,0
12676,12676,426003,0
12677,12677,426035,0
12678,12678,426070,0
12679,12679,426101,0
12680,12680,426136,0
12681,12681,426172,0
12682,12682,426204,0
12683,12683,426239,0
12684,12684,426272,0
12685,12685,426305,0
12686,12686,426340,0
12687,12687,426371,0
12688,12688,426406,0
12689,12689,426439,0
12690,12690,426472,0
12691,12691,426510,0
12692,12692,426540,0
12693,12693,426574,0
12694,12694,426608,0
12695,12695,426640,0
12696,12696,426676,0
12697,12697,426707,0
12698,12698,426741,0
12699,12699,426777,0
12700,12700,426808,0
12701,12701,426843,0
12702,12702,426876,0
12703,12703,426910,1
12704,12704,426948,1
12705,12705,426978,0
12706,12706,427012,0
12707,12707,427044,0
12708,12708,427077,0
12709,12709,427113,0
12710,12710,427144,0
12711,12711,427179,0
12712,12712,427214,0
12713,12713,427245,0
12714,12714,427280,0
12715,12715,427312,0
12716,12716,427346,0
12717,12717,427382,0
12718,12718,427413,0
12719,12719,427447,0
12720,12720,427481,0
12721,12721,427514,0
12722,12722,427549,0
12723,12723,427580,0
12724,12724,427615,0
12725,12725,427651,0
12726,12726,427681,0
12727,12727,427718,0
12728,12728,427748,0
12729,12729,427783,0
12730,12730,427819,0
12731,12731,427850,0
12732,12732,427884,0
12733,12733,427918,0
12734,12734,427950,0
12735,12735,427987,0
12736,12736,428017,0
12737,12737,428052,0
12738,12738,428088,0
12739,12739,428118,0
12740,12740,428155,0
12741,12741,428186,0
12742,12742,428219,0
12743,12743,428256,0
12744,12744,428286,0
12745,12745,428322,0
12746,12746,428354,0
12747,12747,428388,0
12748,12748,428425,0
12749,12749,428455,0
12750,12750,428488,0
12751,12751,428524,0
12752,12752,428556,0
12753,12753,428592,0
12754,12754,428623,0
12755,12755,428656,0
12756,12756,428692,0
12757,12757,428723,0
12758,12758,428759,0
12759,12759,428791,0
12760,12760,428824,0
12761,12761,428862,0
12762,12762,428891,0
12763,12763,428927,0
12764,12764,428961,0
12765,12765,428993,0
12766,12766,429028,0
12767,12767,429060,0
12768,12768,429093,0
12769,12769,429130,0
12770,12770,429160,0
12771,12771,429196,0
12772,12772,429228,0
12773,12773,429262,0
12774,12774,429297,0
12775,12775,429329,0
12776,12776,429363,0
12777,12777,429396,0
12778,12778,429429,0
12779,12779,429466,0
12780,12780,429496,0
12781,12781,429531,0
12782,12782,429565,0
12783,12783,429597,0
12784,12784,429633,0
12785,12785,429665,0
12786,12786,429698,0
12787,12787,429733,0
12788,12788,429765,0
12789,12789,429802,0
12790,12790,429833,0
12791,12791,429867,0
12792,12792,429903,0
12793,12793,429933,0
12794,12794,429967,0
12795,12795,430001,0
12796,12796,430035,0
12797,12797,430069,0
12798,12798,430102,0
12799,12799,430136,0
12800,12800,430171,0
12801,12801,430203,0
12802,12802,430238,0
12803,12803,430269,0
12804,12804,430304,0
12805,12805,430339,0
12806,12806,430370,0
12807,12807,430405,0
12808,12808,430437,0
12809,12809,430472,0
12810,12810,430508,0
12811,12811,430538,0
12812,12812,430574,0
12813,12813,430607,0
12814,12814,430639,0
12815,12815,430676,0
12816,12816,430706,0
12817,12817,430741,0
12818,12818,430775,0
12819,12819,430807,0
12820,12820,430842,0
12821,12821,430874,0
12822,12822,430908,0
12823,12823,430946,0
12824,12824,430975,0
12825,12825,431010,0
12826,12826,431044,0
12827,12827,431076,0
12828,12828,431113,0
12829,12829,431143,0
12830,12830,431178,0
12831,12831,431212,0
12832,12832,431243,0
12833,12833,431278,0
12834,12834,431311,0
12835,12835,431344,0
12836,12836,431381,0
12837,12837,431412,0
12838,12838,431446,0
12839,12839,431480,0
12840,12840,431513,0
12841,12841,431551,0
12842,12842,431580,0
12843,12843,431615,0
12844,12844,431650,0
12845,12845,431681,0
12846,12846,431717,0
12847,12847,431748,0
12848,12848,431782,0
12849,12849,431819,0
12850,12850,431849,0
12851,12851,431884,0
12852,12852,431917,0
12853,12853,431951,0
12854,12854,431986,0
12855,12855,432017,0
12856,12856,432051,0
12857,12857,432085,0
12858,12858,432118,0
12859,12859,432156,0
12860,12860,432185,0
12861,12861,432220,0
12862,12862,432255,0
12863,12863,432285,0
12864,12864,432322,0
12865,12865,432355,0
12866,12866,432386,0
12867,12867,432424,0
